run_id,scope,iterations,flow,total_cases,tool_failure_rate,tool_match_rate,business_success_rate,issue_key_resolution_match_rate,call_construction_failure_rate,mean_call_construction_attempts,mean_call_construction_retries,write_tool_match_rate,mean_latency_ms,mean_llm_total_tokens,mean_estimated_cost_usd,deterministic_release_score,release_gate_pass
nova-adv-large-postfix-20260302T214400Z,route,4,native,112,0.0,0.9642857142857143,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.9,1639.6225,650.8928571428571,0.00007385303571428572,0.9124999999999999,true
nova-adv-large-postfix-20260302T214400Z,route,4,mcp,112,0.07142857142857142,0.8928571428571429,0.8214285714285714,0.8571428571428571,0.08928571428571429,1.0892857142857142,0.08928571428571429,0.9,2167.282857142857,1040.8392857142858,0.00010860214285714285,0.8910714285714285,true
